SCLK,LMST,LTST,BOOM1_HORIZONTAL_WIND_SPEED,BOOM1_HORIZONTAL_WIND_SPEED_UNCERTAINTY,BOOM1_VERTICAL_WIND_SPEED,BOOM1_VERTICAL_WIND_SPEED_UNCERTAINTY,BOOM1_WIND_DIRECTION,BOOM1_WIND_DIRECTION_UNCERTAINTY,BOOM2_HORIZONTAL_WIND_SPEED,BOOM2_HORIZONTAL_WIND_SPEED_UNCERTAINTY,BOOM2_VERTICAL_WIND_SPEED,BOOM2_VERTICAL_WIND_SPEED_UNCERTAINTY,BOOM2_WIND_DIRECTION,BOOM2_WIND_DIRECTION_UNCERTAINTY,BOOM1_ALG_STATE_STABLE,BOOM2_ALG_STATE_STABLE,ROVER_STILL
675731283,00099M13:05:41.522,0099 13:02:20,2.62,,,,141.90,,3.81,,,,106.89,,1,1,1
675731283.5,00099M13:05:42.009,0099 13:02:21,2.15,,,,141.90,,3.79,,,,96.89,,1,1,1
675731284,00099M13:05:42.495,0099 13:02:21,1.87,,,,141.90,,2.84,,,,76.89,,1,1,1
675731284.5,00099M13:05:42.982,0099 13:02:22,1.21,,,,141.90,,2.73,,,,41.88,,1,1,1
675731285,00099M13:05:43.469,0099 13:02:22,0.51,,,,186.89,,3.58,,,,51.88,,1,1,1
675731285.5,00099M13:05:43.955,0099 13:02:23,1.38,,,,176.89,,4.60,,,,51.88,,1,1,1
675731286,00099M13:05:44.442,0099 13:02:23,1.17,,,,196.89,,3.37,,,,76.89,,1,1,1
675731286.5,00099M13:05:44.928,0099 13:02:24,0.72,,,,346.89,,3.70,,,,51.88,,1,1,1
675731287,00099M13:05:45.415,0099 13:02:24,1.16,,,,306.90,,6.02,,,,51.88,,1,1,1
675731287.5,00099M13:05:45.902,0099 13:02:25,0.38,,,,141.90,,6.04,,,,56.88,,1,1,1
675731288,00099M13:05:46.388,0099 13:02:25,1.60,,,,156.90,,3.42,,,,66.88,,1,1,1
675731288.5,00099M13:05:46.875,0099 13:02:26,1.00,,,,141.90,,3.15,,,,71.88,,1,1,1
675731289,00099M13:05:47.362,0099 13:02:26,0.23,,,,351.89,,2.68,,,,51.88,,1,1,1
675731289.5,00099M13:05:47.848,0099 13:02:27,2.15,,,,156.90,,3.31,,,,56.88,,1,1,1
675731290,00099M13:05:48.335,0099 13:02:27,0.36,,,,186.89,,3.00,,,,61.88,,1,1,1
675731290.5,00099M13:05:48.821,0099 13:02:27,0.08,,,,351.89,,3.32,,,,56.88,,1,1,1
675731291,00099M13:05:49.308,0099 13:02:28,0.26,,,,351.89,,3.09,,,,56.88,,1,1,1
675731291.5,00099M13:05:49.795,0099 13:02:28,0.62,,,,351.89,,4.31,,,,46.88,,1,1,1
675731292,00099M13:05:50.281,0099 13:02:29,0.69,,,,351.89,,4.50,,,,51.88,,1,1,1
675731292.5,00099M13:05:50.768,0099 13:02:29,1.51,,,,351.89,,5.37,,,,46.88,,1,1,1
675731293,00099M13:05:51.255,0099 13:02:30,1.05,,,,351.89,,5.38,,,,51.88,,1,1,1
675731293.5,00099M13:05:51.741,0099 13:02:30,0.72,,,,181.89,,5.00,,,,56.88,,1,1,1
675731294,00099M13:05:52.228,0099 13:02:31,0.70,,,,156.90,,4.88,,,,51.88,,1,1,1
675731294.5,00099M13:05:52.714,0099 13:02:31,1.20,,,,351.89,,4.89,,,,51.88,,1,1,1
675731295,00099M13:05:53.201,0099 13:02:32,1.19,,,,156.90,,5.64,,,,56.88,,1,1,1
675731295.5,00099M13:05:53.688,0099 13:02:32,1.11,,,,231.88,,5.35,,,,56.88,,1,1,1
675731296,00099M13:05:54.174,0099 13:02:33,0.77,,,,196.89,,5.33,,,,56.88,,1,1,1
675731296.5,00099M13:05:54.661,0099 13:02:33,1.36,,,,176.89,,5.80,,,,56.88,,1,1,1
675731297,00099M13:05:55.148,0099 13:02:34,1.24,,,,176.89,,4.40,,,,56.88,,1,1,1
675731297.5,00099M13:05:55.634,0099 13:02:34,0.55,,,,176.89,,3.90,,,,66.88,,1,1,1
675731298,00099M13:05:56.121,0099 13:02:35,0.75,,,,351.89,,3.99,,,,56.88,,1,1,1
675731298.5,00099M13:05:56.607,0099 13:02:35,0.40,,,,351.89,,4.62,,,,56.88,,1,1,1
675731299,00099M13:05:57.094,0099 13:02:36,0.28,,,,351.89,,5.83,,,,56.88,,1,1,1
675731299.5,00099M13:05:57.581,0099 13:02:36,1.46,,,,161.89,,4.61,,,,66.88,,1,1,1
675731300,00099M13:05:58.067,0099 13:02:37,1.45,,,,171.89,,6.04,,,,56.88,,1,1,1
675731300.5,00099M13:05:58.554,0099 13:02:37,1.54,,,,156.90,,4.55,,,,61.88,,1,1,1
675731301,00099M13:05:59.041,0099 13:02:38,40.51,,,,341.89,,2.42,,,,71.88,,1,1,1
675731301.5,00099M13:05:59.527,0099 13:02:38,4.24,,,,141.90,,2.67,,,,86.89,,1,1,1
675731302,00099M13:06:00.014,0099 13:02:39,4.54,,,,141.90,,4.70,,,,91.89,,1,1,1
675731302.5,00099M13:06:00.500,0099 13:02:39,3.71,,,,141.90,,2.86,,,,76.89,,1,1,1
675731303,00099M13:06:00.987,0099 13:02:40,3.43,,,,141.90,,2.65,,,,76.89,,1,1,1
675731303.5,00099M13:06:01.474,0099 13:02:40,3.71,,,,141.90,,2.92,,,,91.89,,1,1,1
675731304,00099M13:06:01.960,0099 13:02:41,3.66,,,,141.90,,2.41,,,,86.89,,1,1,1
675731304.5,00099M13:06:02.447,0099 13:02:41,3.76,,,,141.90,,2.35,,,,91.89,,1,1,1
675731305,00099M13:06:02.934,0099 13:02:42,4.17,,,,141.90,,3.86,,,,86.89,,1,1,1
675731305.5,00099M13:06:03.420,0099 13:02:42,3.73,,,,141.90,,3.96,,,,101.89,,1,1,1
675731306,00099M13:06:03.907,0099 13:02:43,6.68,,,,141.90,,6.61,,,,106.89,,1,1,1
675731306.5,00099M13:06:04.393,0099 13:02:43,5.54,,,,141.90,,6.79,,,,111.89,,1,1,1
675731307,00099M13:06:04.880,0099 13:02:44,4.73,,,,141.90,,3.99,,,,101.89,,1,1,1
675731307.5,00099M13:06:05.367,0099 13:02:44,5.97,,,,141.90,,6.24,,,,111.89,,1,1,1
675731308,00099M13:06:05.853,0099 13:02:45,6.60,,,,141.90,,6.72,,,,111.89,,1,1,1
675731308.5,00099M13:06:06.340,0099 13:02:45,6.76,,,,141.90,,7.27,,,,106.89,,1,1,1
675731309,00099M13:06:06.827,0099 13:02:46,6.54,,,,141.90,,7.25,,,,106.89,,1,1,1
675731309.5,00099M13:06:07.313,0099 13:02:46,6.48,,,,141.90,,6.83,,,,111.89,,1,1,1
675731310,00099M13:06:07.800,0099 13:02:46,5.55,,,,141.90,,6.81,,,,111.89,,1,1,1
675731310.5,00099M13:06:08.286,0099 13:02:47,6.02,,,,141.90,,6.45,,,,101.89,,1,1,1
675731311,00099M13:06:08.773,0099 13:02:47,2.45,,,,141.90,,6.50,,,,91.89,,1,1,1
675731311.5,00099M13:06:09.260,0099 13:02:48,5.18,,,,141.90,,4.53,,,,96.89,,1,1,1
675731312,00099M13:06:09.746,0099 13:02:48,5.75,,,,141.90,,3.49,,,,96.89,,1,1,1
675731312.5,00099M13:06:10.233,0099 13:02:49,4.07,,,,141.90,,3.77,,,,101.89,,1,1,1
675731313,00099M13:06:10.720,0099 13:02:49,3.57,,,,141.90,,3.57,,,,96.89,,1,1,1
675731313.5,00099M13:06:11.206,0099 13:02:50,4.14,,,,141.90,,2.44,,,,106.89,,1,1,1
675731314,00099M13:06:11.693,0099 13:02:50,4.07,,,,141.90,,2.37,,,,86.89,,1,1,1
675731314.5,00099M13:06:12.179,0099 13:02:51,3.07,,,,141.90,,3.29,,,,61.88,,1,1,1
675731315,00099M13:06:12.666,0099 13:02:51,2.80,,,,141.90,,2.32,,,,76.89,,1,1,1
675731315.5,00099M13:06:13.153,0099 13:02:52,2.56,,,,141.90,,2.41,,,,61.88,,1,1,1
675731316,00099M13:06:13.639,0099 13:02:52,1.82,,,,141.90,,3.35,,,,51.88,,1,1,1
675731316.5,00099M13:06:14.126,0099 13:02:53,0.28,,,,351.89,,3.45,,,,66.88,,1,1,1
675731317,00099M13:06:14.613,0099 13:02:53,1.05,,,,146.90,,3.24,,,,56.88,,1,1,1
675731317.5,00099M13:06:15.099,0099 13:02:54,3.63,,,,141.90,,1.83,,,,91.89,,1,1,1
675731318,00099M13:06:15.586,0099 13:02:54,1.31,,,,141.90,,1.85,,,,71.88,,1,1,1
675731318.5,00099M13:06:16.072,0099 13:02:55,3.80,,,,141.90,,2.12,,,,96.89,,1,1,1
675731319,00099M13:06:16.559,0099 13:02:55,3.11,,,,141.90,,3.94,,,,91.89,,1,1,1
675731319.5,00099M13:06:17.046,0099 13:02:56,3.07,,,,141.90,,3.29,,,,96.89,,1,1,1
675731320,00099M13:06:17.532,0099 13:02:56,2.37,,,,141.90,,2.37,,,,71.88,,1,1,1
675731320.5,00099M13:06:18.019,0099 13:02:57,2.35,,,,141.90,,2.73,,,,61.88,,1,1,1
675731321,00099M13:06:18.506,0099 13:02:57,0.76,,,,351.89,,1.99,,,,81.89,,1,1,1
675731321.5,00099M13:06:18.992,0099 13:02:58,2.76,,,,146.90,,3.53,,,,56.88,,1,1,1
675731322,00099M13:06:19.479,0099 13:02:58,1.47,,,,146.90,,2.86,,,,61.88,,1,1,1
675731322.5,00099M13:06:19.965,0099 13:02:59,2.78,,,,141.90,,3.17,,,,91.89,,1,1,1
675731323,00099M13:06:20.452,0099 13:02:59,2.58,,,,141.90,,2.66,,,,96.89,,1,1,1
675731323.5,00099M13:06:20.939,0099 13:03:00,3.68,,,,141.90,,3.15,,,,91.89,,1,1,1
675731324,00099M13:06:21.425,0099 13:03:00,2.63,,,,141.90,,2.40,,,,71.88,,1,1,1
675731324.5,00099M13:06:21.912,0099 13:03:01,3.03,,,,141.90,,1.74,,,,81.89,,1,1,1
675731325,00099M13:06:22.399,0099 13:03:01,3.49,,,,141.90,,3.34,,,,101.89,,1,1,1
675731325.5,00099M13:06:22.885,0099 13:03:02,4.18,,,,141.90,,3.29,,,,91.89,,1,1,1
675731326,00099M13:06:23.372,0099 13:03:02,3.53,,,,141.90,,3.53,,,,96.89,,1,1,1
675731326.5,00099M13:06:23.858,0099 13:03:03,3.57,,,,141.90,,2.77,,,,91.89,,1,1,1
675731327,00099M13:06:24.345,0099 13:03:03,3.37,,,,141.90,,4.25,,,,96.89,,1,1,1
675731327.5,00099M13:06:24.832,0099 13:03:04,2.97,,,,141.90,,2.53,,,,86.89,,1,1,1
675731328,00099M13:06:25.318,0099 13:03:04,4.17,,,,141.90,,3.07,,,,91.89,,1,1,1
675731328.5,00099M13:06:25.805,0099 13:03:04,2.24,,,,141.90,,2.96,,,,96.89,,1,1,1
675731329,00099M13:06:26.292,0099 13:03:05,3.54,,,,141.90,,2.17,,,,91.89,,1,1,1
675731329.5,00099M13:06:26.778,0099 13:03:05,2.87,,,,141.90,,1.72,,,,96.89,,1,1,1
675731330,00099M13:06:27.265,0099 13:03:06,2.79,,,,141.90,,2.86,,,,101.89,,1,1,1
675731330.5,00099M13:06:27.751,0099 13:03:06,3.37,,,,141.90,,1.93,,,,91.89,,1,1,1
675731331,00099M13:06:28.238,0099 13:03:07,3.38,,,,141.90,,2.28,,,,106.89,,1,1,1
675731331.5,00099M13:06:28.725,0099 13:03:07,2.78,,,,141.90,,1.98,,,,86.89,,1,1,1
675731332,00099M13:06:29.211,0099 13:03:08,2.94,,,,141.90,,2.65,,,,86.89,,1,1,1
675731332.5,00099M13:06:29.698,0099 13:03:08,2.21,,,,141.90,,1.52,,,,81.89,,1,1,1
675731333,00099M13:06:30.185,0099 13:03:09,1.11,,,,141.90,,1.83,,,,61.88,,1,1,1
675731333.5,00099M13:06:30.671,0099 13:03:09,1.65,,,,141.90,,1.48,,,,96.89,,1,1,1
675731334,00099M13:06:31.158,0099 13:03:10,1.96,,,,141.90,,1.81,,,,81.89,,1,1,1
675731334.5,00099M13:06:31.644,0099 13:03:10,1.65,,,,141.90,,1.72,,,,56.88,,1,1,1
675731335,00099M13:06:32.131,0099 13:03:11,1.36,,,,141.90,,1.20,,,,66.88,,1,1,1
675731335.5,00099M13:06:32.618,0099 13:03:11,2.41,,,,141.90,,1.81,,,,81.89,,1,1,1
675731336,00099M13:06:33.104,0099 13:03:12,0.96,,,,141.90,,1.44,,,,76.89,,1,1,1
675731336.5,00099M13:06:33.591,0099 13:03:12,2.09,,,,141.90,,2.77,,,,101.89,,1,1,1
675731337,00099M13:06:34.078,0099 13:03:13,1.41,,,,141.90,,1.46,,,,81.89,,1,1,1
675731337.5,00099M13:06:34.564,0099 13:03:13,0.47,,,,351.89,,1.93,,,,56.88,,1,1,1
675731338,00099M13:06:35.051,0099 13:03:14,0.70,,,,156.90,,2.54,,,,56.88,,1,1,1
675731338.5,00099M13:06:35.537,0099 13:03:14,0.57,,,,201.89,,2.70,,,,46.88,,1,1,1
675731339,00099M13:06:36.024,0099 13:03:15,0.68,,,,351.89,,2.48,,,,51.88,,1,1,1
675731339.5,00099M13:06:36.511,0099 13:03:15,1.21,,,,156.90,,2.71,,,,46.88,,1,1,1
675731340,00099M13:06:36.997,0099 13:03:16,1.21,,,,166.89,,2.27,,,,66.88,,1,1,1
675731340.5,00099M13:06:37.484,0099 13:03:16,1.44,,,,146.90,,2.19,,,,51.88,,1,1,1
675731341,00099M13:06:37.971,0099 13:03:17,0.61,,,,156.90,,2.34,,,,51.88,,1,1,1
675731341.5,00099M13:06:38.457,0099 13:03:17,0.78,,,,331.90,,2.42,,,,41.88,,1,1,1
675731342,00099M13:06:38.944,0099 13:03:18,1.26,,,,161.89,,2.20,,,,51.88,,1,1,1
675731342.5,00099M13:06:39.430,0099 13:03:18,0.48,,,,156.90,,1.77,,,,71.88,,1,1,1
675731343,00099M13:06:39.917,0099 13:03:19,1.60,,,,141.90,,0.71,,,,106.89,,1,1,1
675731343.5,00099M13:06:40.404,0099 13:03:19,1.46,,,,141.90,,2.15,,,,81.89,,1,1,1
675731344,00099M13:06:40.890,0099 13:03:20,1.83,,,,141.90,,2.52,,,,96.89,,1,1,1
675731344.5,00099M13:06:41.377,0099 13:03:20,0.33,,,,351.89,,2.13,,,,91.89,,1,1,1
675731345,00099M13:06:41.864,0099 13:03:21,0.28,,,,351.89,,2.21,,,,76.89,,1,1,1
675731345.5,00099M13:06:42.350,0099 13:03:21,1.58,,,,151.90,,2.30,,,,51.88,,1,1,1
675731346,00099M13:06:42.837,0099 13:03:22,1.25,,,,146.90,,2.68,,,,71.88,,1,1,1
675731346.5,00099M13:06:43.324,0099 13:03:22,0.85,,,,141.90,,1.75,,,,61.88,,1,1,1
675731347,00099M13:06:43.810,0099 13:03:22,2.08,,,,141.90,,1.72,,,,71.88,,1,1,1
675731347.5,00099M13:06:44.297,0099 13:03:23,2.30,,,,141.90,,1.69,,,,76.89,,1,1,1
675731348,00099M13:06:44.783,0099 13:03:23,2.27,,,,141.90,,1.89,,,,76.89,,1,1,1
675731348.5,00099M13:06:45.270,0099 13:03:24,2.44,,,,141.90,,1.85,,,,86.89,,1,1,1
675731349,00099M13:06:45.757,0099 13:03:24,3.12,,,,141.90,,2.43,,,,96.89,,1,1,1
675731349.5,00099M13:06:46.243,0099 13:03:25,3.08,,,,141.90,,2.18,,,,81.89,,1,1,1
675731350,00099M13:06:46.730,0099 13:03:25,3.04,,,,141.90,,2.59,,,,106.89,,1,1,1
675731350.5,00099M13:06:47.217,0099 13:03:26,2.38,,,,141.90,,2.75,,,,91.89,,1,1,1
675731351,00099M13:06:47.703,0099 13:03:26,2.84,,,,141.90,,3.81,,,,96.89,,1,1,1
675731351.5,00099M13:06:48.190,0099 13:03:27,3.23,,,,141.90,,3.82,,,,91.89,,1,1,1
675731352,00099M13:06:48.676,0099 13:03:27,2.69,,,,141.90,,3.70,,,,96.89,,1,1,1
675731352.5,00099M13:06:49.163,0099 13:03:28,2.45,,,,141.90,,3.60,,,,91.89,,1,1,1
675731353,00099M13:06:49.650,0099 13:03:28,2.22,,,,141.90,,3.22,,,,96.89,,1,1,1
675731353.5,00099M13:06:50.136,0099 13:03:29,2.58,,,,141.90,,2.89,,,,91.89,,1,1,1
675731354,00099M13:06:50.623,0099 13:03:29,2.94,,,,141.90,,3.58,,,,91.89,,1,1,1
675731354.5,00099M13:06:51.110,0099 13:03:30,2.65,,,,141.90,,3.67,,,,96.89,,1,1,1
675731355,00099M13:06:51.596,0099 13:03:30,2.67,,,,141.90,,3.70,,,,91.89,,1,1,1
675731355.5,00099M13:06:52.083,0099 13:03:31,2.88,,,,141.90,,3.17,,,,96.89,,1,1,1
675731356,00099M13:06:52.569,0099 13:03:31,2.55,,,,141.90,,3.64,,,,91.89,,1,1,1
675731356.5,00099M13:06:53.056,0099 13:03:32,2.03,,,,141.90,,3.11,,,,91.89,,1,1,1
675731357,00099M13:06:53.543,0099 13:03:32,1.52,,,,141.90,,1.91,,,,91.89,,1,1,1
675731357.5,00099M13:06:54.029,0099 13:03:33,1.45,,,,141.90,,1.74,,,,41.88,,1,1,1
675731358,00099M13:06:54.516,0099 13:03:33,1.17,,,,156.90,,2.35,,,,51.88,,1,1,1
675731358.5,00099M13:06:55.003,0099 13:03:34,0.96,,,,151.90,,2.15,,,,76.89,,1,1,1
675731359,00099M13:06:55.489,0099 13:03:34,1.11,,,,141.90,,1.81,,,,66.88,,1,1,1
675731359.5,00099M13:06:55.976,0099 13:03:35,1.13,,,,156.90,,1.73,,,,51.88,,1,1,1
675731360,00099M13:06:56.462,0099 13:03:35,2.80,,,,146.90,,1.82,,,,86.89,,1,1,1
675731360.5,00099M13:06:56.949,0099 13:03:36,2.27,,,,141.90,,2.27,,,,96.89,,1,1,1
675731361,00099M13:06:57.436,0099 13:03:36,3.27,,,,141.90,,3.57,,,,96.89,,1,1,1
675731361.5,00099M13:06:57.922,0099 13:03:37,2.12,,,,141.90,,2.05,,,,101.89,,1,1,1
675731362,00099M13:06:58.409,0099 13:03:37,1.71,,,,141.90,,1.93,,,,86.89,,1,1,1
675731362.5,00099M13:06:58.896,0099 13:03:38,1.06,,,,141.90,,2.14,,,,76.89,,1,1,1
675731363,00099M13:06:59.382,0099 13:03:38,0.61,,,,351.89,,2.88,,,,51.88,,1,1,1
675731363.5,00099M13:06:59.869,0099 13:03:39,0.38,,,,346.89,,3.10,,,,51.88,,1,1,1
675731364,00099M13:07:00.355,0099 13:03:39,0.58,,,,201.89,,2.81,,,,61.88,,1,1,1
675731364.5,00099M13:07:00.842,0099 13:03:40,0.00,,,,146.90,,3.52,,,,56.88,,1,1,1
675731365,00099M13:07:01.329,0099 13:03:40,0.46,,,,351.89,,2.67,,,,71.88,,1,1,1
675731365.5,00099M13:07:01.815,0099 13:03:41,0.41,,,,191.89,,2.18,,,,61.88,,1,1,1
675731366,00099M13:07:02.302,0099 13:03:41,0.08,,,,351.89,,3.01,,,,51.88,,1,1,1
675731366.5,00099M13:07:02.789,0099 13:03:41,0.59,,,,146.90,,2.92,,,,66.88,,1,1,1
675731367,00099M13:07:03.275,0099 13:03:42,1.61,,,,146.90,,2.53,,,,56.88,,1,1,1
675731367.5,00099M13:07:03.762,0099 13:03:42,1.38,,,,156.90,,3.60,,,,51.88,,1,1,1
675731368,00099M13:07:04.248,0099 13:03:43,0.38,,,,351.89,,2.83,,,,61.88,,1,1,1
675731368.5,00099M13:07:04.735,0099 13:03:43,0.59,,,,206.89,,3.90,,,,56.88,,1,1,1
675731369,00099M13:07:05.222,0099 13:03:44,0.31,,,,221.88,,3.60,,,,56.88,,1,1,1
675731369.5,00099M13:07:05.708,0099 13:03:44,0.30,,,,196.89,,5.02,,,,56.88,,1,1,1
675731370,00099M13:07:06.195,0099 13:03:45,0.74,,,,161.89,,4.37,,,,56.88,,1,1,1
675731370.5,00099M13:07:06.682,0099 13:03:45,0.77,,,,351.89,,3.08,,,,61.88,,1,1,1
675731371,00099M13:07:07.168,0099 13:03:46,0.46,,,,191.89,,4.39,,,,51.88,,1,1,1
675731371.5,00099M13:07:07.655,0099 13:03:46,0.00,,,,146.90,,3.85,,,,56.88,,1,1,1
675731372,00099M13:07:08.141,0099 13:03:47,1.28,,,,161.89,,2.54,,,,66.88,,1,1,1
675731372.5,00099M13:07:08.628,0099 13:03:47,1.31,,,,156.90,,2.77,,,,56.88,,1,1,1
675731373,00099M13:07:09.115,0099 13:03:48,2.16,,,,141.90,,1.95,,,,111.89,,1,1,1
675731373.5,00099M13:07:09.601,0099 13:03:48,3.03,,,,141.90,,2.23,,,,96.89,,1,1,1
675731374,00099M13:07:10.088,0099 13:03:49,3.03,,,,141.90,,1.40,,,,61.88,,1,1,1
675731374.5,00099M13:07:10.575,0099 13:03:49,2.50,,,,141.90,,1.80,,,,71.88,,1,1,1
675731375,00099M13:07:11.061,0099 13:03:50,2.43,,,,141.90,,2.12,,,,61.88,,1,1,1
675731375.5,00099M13:07:11.548,0099 13:03:50,1.32,,,,141.90,,2.56,,,,51.88,,1,1,1
675731376,00099M13:07:12.034,0099 13:03:51,1.55,,,,151.90,,3.49,,,,46.88,,1,1,1
675731376.5,00099M13:07:12.521,0099 13:03:51,1.94,,,,141.90,,1.84,,,,81.89,,1,1,1
675731377,00099M13:07:13.008,0099 13:03:52,1.79,,,,141.90,,2.36,,,,61.88,,1,1,1
675731377.5,00099M13:07:13.494,0099 13:03:52,2.27,,,,141.90,,2.20,,,,71.88,,1,1,1
675731378,00099M13:07:13.981,0099 13:03:53,1.93,,,,141.90,,2.01,,,,81.89,,1,1,1
675731378.5,00099M13:07:14.468,0099 13:03:53,1.87,,,,141.90,,1.79,,,,76.89,,1,1,1
675731379,00099M13:07:14.954,0099 13:03:54,3.30,,,,141.90,,2.90,,,,96.89,,1,1,1
675731379.5,00099M13:07:15.441,0099 13:03:54,2.11,,,,141.90,,2.76,,,,96.89,,1,1,1
675731380,00099M13:07:15.927,0099 13:03:55,0.99,,,,151.90,,2.57,,,,71.88,,1,1,1
675731380.5,00099M13:07:16.414,0099 13:03:55,1.94,,,,146.90,,3.27,,,,46.88,,1,1,1
675731381,00099M13:07:16.901,0099 13:03:56,2.74,,,,141.90,,2.59,,,,91.89,,1,1,1
675731381.5,00099M13:07:17.387,0099 13:03:56,3.39,,,,141.90,,3.23,,,,96.89,,1,1,1
675731382,00099M13:07:17.874,0099 13:03:57,3.96,,,,141.90,,4.35,,,,91.89,,1,1,1
675731382.5,00099M13:07:18.361,0099 13:03:57,5.71,,,,141.90,,6.69,,,,106.89,,1,1,1
675731383,00099M13:07:18.847,0099 13:03:58,4.00,,,,141.90,,6.22,,,,96.89,,1,1,1
675731383.5,00099M13:07:19.334,0099 13:03:58,3.42,,,,141.90,,4.53,,,,96.89,,1,1,1
675731384,00099M13:07:19.820,0099 13:03:59,2.08,,,,141.90,,3.81,,,,91.89,,1,1,1
675731384.5,00099M13:07:20.307,0099 13:03:59,1.59,,,,141.90,,2.65,,,,61.88,,1,1,1
675731385,00099M13:07:20.794,0099 13:03:59,0.46,,,,301.89,,2.76,,,,61.88,,1,1,1
675731385.5,00099M13:07:21.280,0099 13:04:00,1.01,,,,141.90,,2.87,,,,71.88,,1,1,1
675731386,00099M13:07:21.767,0099 13:04:00,2.64,,,,141.90,,3.19,,,,76.89,,1,1,1
675731386.5,00099M13:07:22.254,0099 13:04:01,1.45,,,,141.90,,2.37,,,,71.88,,1,1,1
675731387,00099M13:07:22.740,0099 13:04:01,0.46,,,,341.89,,3.40,,,,56.88,,1,1,1
675731387.5,00099M13:07:23.227,0099 13:04:02,0.49,,,,351.89,,5.77,,,,51.88,,1,1,1
675731388,00099M13:07:23.713,0099 13:04:02,0.58,,,,201.89,,5.48,,,,61.88,,1,1,1
675731388.5,00099M13:07:24.200,0099 13:04:03,2.15,,,,141.90,,1.92,,,,96.89,,1,1,1
675731389,00099M13:07:24.687,0099 13:04:03,2.09,,,,141.90,,2.32,,,,81.89,,1,1,1
675731389.5,00099M13:07:25.173,0099 13:04:04,0.70,,,,351.89,,3.25,,,,61.88,,1,1,1
675731390,00099M13:07:25.660,0099 13:04:04,2.25,,,,141.90,,2.72,,,,56.88,,1,1,1
675731390.5,00099M13:07:26.147,0099 13:04:05,1.71,,,,151.90,,3.11,,,,61.88,,1,1,1
675731391,00099M13:07:26.633,0099 13:04:05,1.24,,,,351.89,,7.11,,,,56.88,,1,1,1
675731391.5,00099M13:07:27.120,0099 13:04:06,0.08,,,,321.90,,5.68,,,,66.88,,1,1,1
675731392,00099M13:07:27.606,0099 13:04:06,2.93,,,,141.90,,3.32,,,,51.88,,1,1,1
675731392.5,00099M13:07:28.093,0099 13:04:07,1.40,,,,141.90,,3.57,,,,56.88,,1,1,1
675731393,00099M13:07:28.580,0099 13:04:07,0.31,,,,176.89,,4.73,,,,51.88,,1,1,1
675731393.5,00099M13:07:29.066,0099 13:04:08,0.41,,,,141.90,,4.27,,,,61.88,,1,1,1
675731394,00099M13:07:29.553,0099 13:04:08,2.80,,,,146.90,,3.81,,,,66.88,,1,1,1
675731394.5,00099M13:07:30.040,0099 13:04:09,2.33,,,,156.90,,3.97,,,,56.88,,1,1,1
675731395,00099M13:07:30.526,0099 13:04:09,1.62,,,,156.90,,6.09,,,,51.88,,1,1,1
675731395.5,00099M13:07:31.013,0099 13:04:10,2.28,,,,156.90,,3.05,,,,76.89,,1,1,1
675731396,00099M13:07:31.499,0099 13:04:10,1.85,,,,141.90,,2.47,,,,66.88,,1,1,1
675731396.5,00099M13:07:31.986,0099 13:04:11,0.49,,,,146.90,,4.02,,,,46.88,,1,1,1
675731397,00099M13:07:32.473,0099 13:04:11,1.31,,,,311.90,,5.48,,,,51.88,,1,1,1
675731397.5,00099M13:07:32.959,0099 13:04:12,0.69,,,,351.89,,6.19,,,,56.88,,1,1,1
675731398,00099M13:07:33.446,0099 13:04:12,0.86,,,,351.89,,5.29,,,,56.88,,1,1,1
675731398.5,00099M13:07:33.933,0099 13:04:13,0.33,,,,206.89,,5.38,,,,56.88,,1,1,1
675731399,00099M13:07:34.419,0099 13:04:13,0.73,,,,231.88,,6.28,,,,56.88,,1,1,1
675731399.5,00099M13:07:34.906,0099 13:04:14,1.96,,,,156.90,,5.34,,,,61.88,,1,1,1
675731400,00099M13:07:35.392,0099 13:04:14,2.44,,,,151.90,,4.35,,,,56.88,,1,1,1
675731400.5,00099M13:07:35.879,0099 13:04:15,1.82,,,,156.90,,4.60,,,,56.88,,1,1,1
675731401,00099M13:07:36.366,0099 13:04:15,0.46,,,,196.89,,4.83,,,,56.88,,1,1,1
675731401.5,00099M13:07:36.852,0099 13:04:16,0.61,,,,171.89,,4.14,,,,66.88,,1,1,1
675731402,00099M13:07:37.339,0099 13:04:16,3.71,,,,141.90,,2.11,,,,71.88,,1,1,1
675731402.5,00099M13:07:37.826,0099 13:04:17,2.24,,,,141.90,,2.01,,,,86.89,,1,1,1
675731403,00099M13:07:38.312,0099 13:04:17,2.58,,,,141.90,,1.72,,,,81.89,,1,1,1
675731403.5,00099M13:07:38.799,0099 13:04:17,1.26,,,,141.90,,2.05,,,,61.88,,1,1,1
675731404,00099M13:07:39.285,0099 13:04:18,0.37,,,,351.89,,3.22,,,,56.88,,1,1,1
675731404.5,00099M13:07:39.772,0099 13:04:18,0.59,,,,216.88,,4.03,,,,56.88,,1,1,1
675731405,00099M13:07:40.259,0099 13:04:19,0.31,,,,331.90,,3.97,,,,61.88,,1,1,1
675731405.5,00099M13:07:40.745,0099 13:04:19,0.54,,,,156.90,,4.07,,,,56.88,,1,1,1
675731406,00099M13:07:41.232,0099 13:04:20,0.00,,,,146.90,,4.75,,,,61.88,,1,1,1
