SCLK,LMST,LTST,BOOM1_HORIZONTAL_WIND_SPEED,BOOM1_HORIZONTAL_WIND_SPEED_UNCERTAINTY,BOOM1_VERTICAL_WIND_SPEED,BOOM1_VERTICAL_WIND_SPEED_UNCERTAINTY,BOOM1_WIND_DIRECTION,BOOM1_WIND_DIRECTION_UNCERTAINTY,BOOM2_HORIZONTAL_WIND_SPEED,BOOM2_HORIZONTAL_WIND_SPEED_UNCERTAINTY,BOOM2_VERTICAL_WIND_SPEED,BOOM2_VERTICAL_WIND_SPEED_UNCERTAINTY,BOOM2_WIND_DIRECTION,BOOM2_WIND_DIRECTION_UNCERTAINTY,BOOM1_ALG_STATE_STABLE,BOOM2_ALG_STATE_STABLE,ROVER_STILL
675709594.5,00099M07:13:53.147,0099 07:10:27,2.41,,,,141.90,,2.66,,,,146.90,,1,1,1
675709595,00099M07:13:53.633,0099 07:10:28,2.36,,,,141.90,,2.51,,,,146.90,,1,1,1
675709595.5,00099M07:13:54.120,0099 07:10:28,2.20,,,,141.90,,2.46,,,,146.90,,1,1,1
675709596,00099M07:13:54.607,0099 07:10:29,2.05,,,,141.90,,2.31,,,,146.90,,1,1,1
675709596.5,00099M07:13:55.093,0099 07:10:29,2.11,,,,141.90,,2.16,,,,146.90,,1,1,1
675709597,00099M07:13:55.580,0099 07:10:30,2.06,,,,141.90,,2.27,,,,146.90,,1,1,1
675709597.5,00099M07:13:56.066,0099 07:10:30,1.96,,,,141.90,,2.32,,,,146.90,,1,1,1
675709598,00099M07:13:56.553,0099 07:10:31,2.23,,,,141.90,,2.28,,,,146.90,,1,1,1
675709598.5,00099M07:13:57.040,0099 07:10:31,2.38,,,,141.90,,2.18,,,,146.90,,1,1,1
675709599,00099M07:13:57.526,0099 07:10:32,2.44,,,,141.90,,2.28,,,,146.90,,1,1,1
675709599.5,00099M07:13:58.013,0099 07:10:32,2.13,,,,141.90,,2.44,,,,146.90,,1,1,1
675709600,00099M07:13:58.500,0099 07:10:33,2.03,,,,141.90,,2.45,,,,146.90,,1,1,1
675709600.5,00099M07:13:58.986,0099 07:10:33,2.30,,,,141.90,,2.41,,,,146.90,,1,1,1
675709601,00099M07:13:59.473,0099 07:10:34,1.93,,,,141.90,,1.78,,,,146.90,,1,1,1
675709601.5,00099M07:13:59.959,0099 07:10:34,2.09,,,,141.90,,2.03,,,,146.90,,1,1,1
675709602,00099M07:14:00.446,0099 07:10:35,2.18,,,,141.90,,2.08,,,,146.90,,1,1,1
675709602.5,00099M07:14:00.933,0099 07:10:35,1.87,,,,141.90,,2.44,,,,146.90,,1,1,1
675709603,00099M07:14:01.419,0099 07:10:36,1.98,,,,141.90,,2.24,,,,146.90,,1,1,1
675709603.5,00099M07:14:01.906,0099 07:10:36,2.18,,,,141.90,,2.44,,,,146.90,,1,1,1
675709604,00099M07:14:02.393,0099 07:10:37,2.18,,,,141.90,,2.34,,,,146.90,,1,1,1
675709604.5,00099M07:14:02.879,0099 07:10:37,2.33,,,,141.90,,2.42,,,,141.90,,1,1,1
675709605,00099M07:14:03.366,0099 07:10:38,2.28,,,,141.90,,2.28,,,,141.90,,1,1,1
675709605.5,00099M07:14:03.852,0099 07:10:38,2.18,,,,141.90,,2.28,,,,146.90,,1,1,1
675709606,00099M07:14:04.339,0099 07:10:39,2.12,,,,141.90,,2.44,,,,146.90,,1,1,1
675709606.5,00099M07:14:04.826,0099 07:10:39,2.02,,,,141.90,,2.18,,,,141.90,,1,1,1
675709607,00099M07:14:05.312,0099 07:10:40,2.44,,,,141.90,,2.34,,,,141.90,,1,1,1
675709607.5,00099M07:14:05.799,0099 07:10:40,2.39,,,,141.90,,2.39,,,,141.90,,1,1,1
675709608,00099M07:14:06.286,0099 07:10:41,2.23,,,,141.90,,2.44,,,,146.90,,1,1,1
675709608.5,00099M07:14:06.772,0099 07:10:41,1.91,,,,141.90,,2.33,,,,146.90,,1,1,1
675709609,00099M07:14:07.259,0099 07:10:42,1.92,,,,141.90,,2.13,,,,146.90,,1,1,1
675709609.5,00099M07:14:07.745,0099 07:10:42,2.03,,,,141.90,,1.82,,,,146.90,,1,1,1
675709610,00099M07:14:08.232,0099 07:10:42,1.77,,,,141.90,,1.77,,,,141.90,,1,1,1
675709610.5,00099M07:14:08.719,0099 07:10:43,1.94,,,,141.90,,1.94,,,,146.90,,1,1,1
675709611,00099M07:14:09.205,0099 07:10:43,1.84,,,,141.90,,1.99,,,,146.90,,1,1,1
675709611.5,00099M07:14:09.692,0099 07:10:44,2.00,,,,141.90,,2.15,,,,146.90,,1,1,1
675709612,00099M07:14:10.179,0099 07:10:44,2.04,,,,141.90,,2.30,,,,146.90,,1,1,1
675709612.5,00099M07:14:10.665,0099 07:10:45,2.30,,,,141.90,,2.40,,,,146.90,,1,1,1
675709613,00099M07:14:11.152,0099 07:10:45,2.44,,,,141.90,,2.60,,,,146.90,,1,1,1
675709613.5,00099M07:14:11.638,0099 07:10:46,2.33,,,,141.90,,2.49,,,,141.90,,1,1,1
675709614,00099M07:14:12.125,0099 07:10:46,2.28,,,,141.90,,2.50,,,,136.90,,1,1,1
675709614.5,00099M07:14:12.612,0099 07:10:47,2.54,,,,141.90,,2.28,,,,141.90,,1,1,1
675709615,00099M07:14:13.098,0099 07:10:47,2.59,,,,141.90,,2.59,,,,141.90,,1,1,1
675709615.5,00099M07:14:13.585,0099 07:10:48,2.54,,,,141.90,,2.64,,,,141.90,,1,1,1
675709616,00099M07:14:14.072,0099 07:10:48,2.12,,,,141.90,,2.38,,,,141.90,,1,1,1
675709616.5,00099M07:14:14.558,0099 07:10:49,2.02,,,,141.90,,2.17,,,,146.90,,1,1,1
675709617,00099M07:14:15.045,0099 07:10:49,1.97,,,,141.90,,2.28,,,,141.90,,1,1,1
675709617.5,00099M07:14:15.531,0099 07:10:50,2.13,,,,141.90,,2.18,,,,141.90,,1,1,1
675709618,00099M07:14:16.018,0099 07:10:50,2.13,,,,141.90,,2.29,,,,146.90,,1,1,1
675709618.5,00099M07:14:16.505,0099 07:10:51,2.23,,,,141.90,,2.49,,,,141.90,,1,1,1
675709619,00099M07:14:16.991,0099 07:10:51,2.22,,,,141.90,,2.32,,,,141.90,,1,1,1
675709619.5,00099M07:14:17.478,0099 07:10:52,2.07,,,,141.90,,2.22,,,,141.90,,1,1,1
675709620,00099M07:14:17.965,0099 07:10:52,2.32,,,,141.90,,2.27,,,,146.90,,1,1,1
675709620.5,00099M07:14:18.451,0099 07:10:53,2.22,,,,141.90,,2.37,,,,141.90,,1,1,1
675709621,00099M07:14:18.938,0099 07:10:53,2.32,,,,141.90,,2.52,,,,146.90,,1,1,1
675709621.5,00099M07:14:19.424,0099 07:10:54,2.26,,,,141.90,,2.42,,,,146.90,,1,1,1
675709622,00099M07:14:19.911,0099 07:10:54,2.32,,,,141.90,,2.58,,,,146.90,,1,1,1
675709622.5,00099M07:14:20.398,0099 07:10:55,2.17,,,,141.90,,2.22,,,,141.90,,1,1,1
675709623,00099M07:14:20.884,0099 07:10:55,2.37,,,,141.90,,2.51,,,,141.90,,1,1,1
675709623.5,00099M07:14:21.371,0099 07:10:56,2.54,,,,141.90,,2.59,,,,141.90,,1,1,1
675709624,00099M07:14:21.858,0099 07:10:56,2.49,,,,141.90,,2.95,,,,146.90,,1,1,1
675709624.5,00099M07:14:22.344,0099 07:10:57,2.18,,,,141.90,,2.49,,,,146.90,,1,1,1
675709625,00099M07:14:22.831,0099 07:10:57,2.13,,,,141.90,,2.65,,,,146.90,,1,1,1
675709625.5,00099M07:14:23.317,0099 07:10:58,2.24,,,,141.90,,2.60,,,,146.90,,1,1,1
675709626,00099M07:14:23.804,0099 07:10:58,2.76,,,,141.90,,2.50,,,,146.90,,1,1,1
675709626.5,00099M07:14:24.291,0099 07:10:59,2.40,,,,141.90,,2.50,,,,146.90,,1,1,1
675709627,00099M07:14:24.777,0099 07:10:59,2.60,,,,141.90,,2.86,,,,146.90,,1,1,1
675709627.5,00099M07:14:25.264,0099 07:11:00,2.45,,,,141.90,,2.92,,,,146.90,,1,1,1
675709628,00099M07:14:25.751,0099 07:11:00,2.78,,,,141.90,,2.99,,,,146.90,,1,1,1
675709628.5,00099M07:14:26.237,0099 07:11:00,2.90,,,,141.90,,3.06,,,,146.90,,1,1,1
675709629,00099M07:14:26.724,0099 07:11:01,2.73,,,,141.90,,2.78,,,,146.90,,1,1,1
675709629.5,00099M07:14:27.210,0099 07:11:01,2.62,,,,141.90,,2.62,,,,146.90,,1,1,1
675709630,00099M07:14:27.697,0099 07:11:02,2.16,,,,141.90,,2.37,,,,146.90,,1,1,1
675709630.5,00099M07:14:28.184,0099 07:11:02,2.01,,,,141.90,,2.22,,,,146.90,,1,1,1
675709631,00099M07:14:28.670,0099 07:11:03,1.86,,,,141.90,,1.91,,,,146.90,,1,1,1
675709631.5,00099M07:14:29.157,0099 07:11:03,1.71,,,,141.90,,1.66,,,,146.90,,1,1,1
675709632,00099M07:14:29.644,0099 07:11:04,1.36,,,,141.90,,1.46,,,,146.90,,1,1,1
675709632.5,00099M07:14:30.130,0099 07:11:04,1.51,,,,141.90,,1.46,,,,146.90,,1,1,1
675709633,00099M07:14:30.617,0099 07:11:05,1.41,,,,141.90,,1.68,,,,146.90,,1,1,1
675709633.5,00099M07:14:31.103,0099 07:11:05,1.78,,,,141.90,,1.83,,,,146.90,,1,1,1
675709634,00099M07:14:31.590,0099 07:11:06,1.88,,,,141.90,,1.83,,,,146.90,,1,1,1
675709634.5,00099M07:14:32.077,0099 07:11:06,1.68,,,,141.90,,1.57,,,,146.90,,1,1,1
675709635,00099M07:14:32.563,0099 07:11:07,1.52,,,,141.90,,1.68,,,,146.90,,1,1,1
675709635.5,00099M07:14:33.050,0099 07:11:07,1.57,,,,141.90,,1.78,,,,146.90,,1,1,1
675709636,00099M07:14:33.537,0099 07:11:08,1.72,,,,141.90,,1.93,,,,146.90,,1,1,1
675709636.5,00099M07:14:34.023,0099 07:11:08,1.78,,,,141.90,,1.72,,,,146.90,,1,1,1
675709637,00099M07:14:34.510,0099 07:11:09,1.36,,,,141.90,,1.62,,,,146.90,,1,1,1
675709637.5,00099M07:14:34.996,0099 07:11:09,1.36,,,,141.90,,1.47,,,,146.90,,1,1,1
675709638,00099M07:14:35.483,0099 07:11:10,1.31,,,,141.90,,1.26,,,,146.90,,1,1,1
675709638.5,00099M07:14:35.970,0099 07:11:10,1.11,,,,141.90,,1.21,,,,146.90,,1,1,1
675709639,00099M07:14:36.456,0099 07:11:11,1.58,,,,146.90,,1.58,,,,146.90,,1,1,1
675709639.5,00099M07:14:36.943,0099 07:11:11,1.21,,,,141.90,,1.58,,,,146.90,,1,1,1
675709640,00099M07:14:37.430,0099 07:11:12,1.68,,,,141.90,,1.74,,,,146.90,,1,1,1
675709640.5,00099M07:14:37.916,0099 07:11:12,1.21,,,,141.90,,1.47,,,,146.90,,1,1,1
675709641,00099M07:14:38.403,0099 07:11:13,1.26,,,,141.90,,1.37,,,,146.90,,1,1,1
675709641.5,00099M07:14:38.890,0099 07:11:13,1.37,,,,141.90,,1.26,,,,146.90,,1,1,1
675709642,00099M07:14:39.376,0099 07:11:14,1.26,,,,141.90,,1.47,,,,146.90,,1,1,1
675709642.5,00099M07:14:39.863,0099 07:11:14,1.84,,,,141.90,,1.74,,,,146.90,,1,1,1
675709643,00099M07:14:40.349,0099 07:11:15,2.43,,,,141.90,,2.32,,,,146.90,,1,1,1
675709643.5,00099M07:14:40.836,0099 07:11:15,2.37,,,,141.90,,2.48,,,,146.90,,1,1,1
675709644,00099M07:14:41.323,0099 07:11:16,2.37,,,,141.90,,2.90,,,,146.90,,1,1,1
675709644.5,00099M07:14:41.809,0099 07:11:16,2.63,,,,141.90,,2.95,,,,146.90,,1,1,1
675709645,00099M07:14:42.296,0099 07:11:17,2.78,,,,141.90,,2.68,,,,141.90,,1,1,1
675709645.5,00099M07:14:42.783,0099 07:11:17,2.61,,,,141.90,,2.66,,,,141.90,,1,1,1
675709646,00099M07:14:43.269,0099 07:11:18,2.18,,,,141.90,,2.75,,,,141.90,,1,1,1
675709646.5,00099M07:14:43.756,0099 07:11:18,2.49,,,,141.90,,2.49,,,,141.90,,1,1,1
675709647,00099M07:14:44.242,0099 07:11:19,2.14,,,,141.90,,2.45,,,,141.90,,1,1,1
675709647.5,00099M07:14:44.729,0099 07:11:19,2.44,,,,141.90,,2.60,,,,141.90,,1,1,1
675709648,00099M07:14:45.216,0099 07:11:19,2.49,,,,141.90,,2.69,,,,146.90,,1,1,1
675709648.5,00099M07:14:45.702,0099 07:11:20,2.23,,,,141.90,,2.49,,,,141.90,,1,1,1
675709649,00099M07:14:46.189,0099 07:11:20,2.45,,,,141.90,,2.55,,,,146.90,,1,1,1
675709649.5,00099M07:14:46.676,0099 07:11:21,1.98,,,,141.90,,2.13,,,,146.90,,1,1,1
675709657,00099M07:14:53.975,0099 07:11:28,2.34,,,,141.90,,2.66,,,,146.90,,1,1,1
675709657.5,00099M07:14:54.462,0099 07:11:29,2.46,,,,141.90,,2.88,,,,146.90,,1,1,1
675709658,00099M07:14:54.948,0099 07:11:29,2.46,,,,141.90,,2.72,,,,146.90,,1,1,1
675709658.5,00099M07:14:55.435,0099 07:11:30,2.51,,,,141.90,,2.62,,,,146.90,,1,1,1
675709659,00099M07:14:55.921,0099 07:11:30,2.45,,,,141.90,,2.81,,,,146.90,,1,1,1
675709659.5,00099M07:14:56.408,0099 07:11:31,2.34,,,,141.90,,2.60,,,,146.90,,1,1,1
675709660,00099M07:14:56.895,0099 07:11:31,2.66,,,,141.90,,2.81,,,,146.90,,1,1,1
675709660.5,00099M07:14:57.381,0099 07:11:32,2.39,,,,141.90,,2.50,,,,146.90,,1,1,1
675709661,00099M07:14:57.868,0099 07:11:32,1.98,,,,141.90,,2.60,,,,146.90,,1,1,1
675709661.5,00099M07:14:58.355,0099 07:11:33,2.03,,,,141.90,,2.35,,,,146.90,,1,1,1
675709662,00099M07:14:58.841,0099 07:11:33,2.30,,,,141.90,,2.46,,,,146.90,,1,1,1
675709662.5,00099M07:14:59.328,0099 07:11:34,2.20,,,,141.90,,2.04,,,,146.90,,1,1,1
675709663,00099M07:14:59.814,0099 07:11:34,1.94,,,,141.90,,1.73,,,,146.90,,1,1,1
675709663.5,00099M07:15:00.301,0099 07:11:35,2.10,,,,141.90,,2.52,,,,146.90,,1,1,1
675709664,00099M07:15:00.788,0099 07:11:35,2.15,,,,146.90,,1.99,,,,146.90,,1,1,1
675709664.5,00099M07:15:01.274,0099 07:11:36,2.30,,,,146.90,,2.04,,,,146.90,,1,1,1
675709665,00099M07:15:01.761,0099 07:11:36,1.88,,,,141.90,,1.78,,,,146.90,,1,1,1
675709665.5,00099M07:15:02.248,0099 07:11:37,1.78,,,,141.90,,1.94,,,,146.90,,1,1,1
675709666,00099M07:15:02.734,0099 07:11:37,1.36,,,,141.90,,1.83,,,,146.90,,1,1,1
675709666.5,00099M07:15:03.221,0099 07:11:37,1.36,,,,141.90,,1.57,,,,146.90,,1,1,1
675709667,00099M07:15:03.707,0099 07:11:38,1.84,,,,141.90,,1.84,,,,146.90,,1,1,1
675709667.5,00099M07:15:04.194,0099 07:11:38,1.73,,,,141.90,,1.84,,,,146.90,,1,1,1
675709668,00099M07:15:04.681,0099 07:11:39,2.15,,,,141.90,,2.36,,,,146.90,,1,1,1
675709668.5,00099M07:15:05.167,0099 07:11:39,2.21,,,,141.90,,2.26,,,,146.90,,1,1,1
675709669,00099M07:15:05.654,0099 07:11:40,1.89,,,,141.90,,2.37,,,,146.90,,1,1,1
675709669.5,00099M07:15:06.141,0099 07:11:40,2.21,,,,141.90,,2.21,,,,146.90,,1,1,1
675709670,00099M07:15:06.627,0099 07:11:41,2.47,,,,141.90,,2.11,,,,146.90,,1,1,1
675709670.5,00099M07:15:07.114,0099 07:11:41,2.47,,,,141.90,,2.21,,,,146.90,,1,1,1
675709671,00099M07:15:07.600,0099 07:11:42,2.68,,,,141.90,,2.31,,,,146.90,,1,1,1
675709671.5,00099M07:15:08.087,0099 07:11:42,2.41,,,,141.90,,2.31,,,,146.90,,1,1,1
675709672,00099M07:15:08.574,0099 07:11:43,2.15,,,,146.90,,1.89,,,,146.90,,1,1,1
675709672.5,00099M07:15:09.060,0099 07:11:43,1.83,,,,141.90,,1.36,,,,146.90,,1,1,1
675709673,00099M07:15:09.547,0099 07:11:44,2.15,,,,141.90,,1.79,,,,146.90,,1,1,1
675709673.5,00099M07:15:10.034,0099 07:11:44,2.31,,,,141.90,,2.10,,,,146.90,,1,1,1
675709674,00099M07:15:10.520,0099 07:11:45,2.16,,,,141.90,,1.95,,,,146.90,,1,1,1
675709674.5,00099M07:15:11.007,0099 07:11:45,1.89,,,,141.90,,2.32,,,,146.90,,1,1,1
675709675,00099M07:15:11.493,0099 07:11:46,1.95,,,,141.90,,1.74,,,,146.90,,1,1,1
675709675.5,00099M07:15:11.980,0099 07:11:46,2.43,,,,141.90,,2.37,,,,146.90,,1,1,1
675709676,00099M07:15:12.467,0099 07:11:47,2.32,,,,141.90,,2.43,,,,146.90,,1,1,1
675709676.5,00099M07:15:12.953,0099 07:11:47,2.11,,,,141.90,,2.27,,,,146.90,,1,1,1
675709677,00099M07:15:13.440,0099 07:11:48,1.74,,,,141.90,,2.32,,,,146.90,,1,1,1
675709677.5,00099M07:15:13.927,0099 07:11:48,1.74,,,,141.90,,2.06,,,,146.90,,1,1,1
675709678,00099M07:15:14.413,0099 07:11:49,2.11,,,,141.90,,1.79,,,,146.90,,1,1,1
675709678.5,00099M07:15:14.900,0099 07:11:49,1.79,,,,141.90,,1.26,,,,121.89,,1,1,1
675709679,00099M07:15:15.386,0099 07:11:50,1.84,,,,141.90,,2.16,,,,146.90,,1,1,1
675709679.5,00099M07:15:15.873,0099 07:11:50,2.37,,,,141.90,,2.16,,,,146.90,,1,1,1
675709680,00099M07:15:16.360,0099 07:11:51,2.06,,,,141.90,,2.16,,,,146.90,,1,1,1
675709680.5,00099M07:15:16.846,0099 07:11:51,1.95,,,,141.90,,2.00,,,,146.90,,1,1,1
675709681,00099M07:15:17.333,0099 07:11:52,1.79,,,,141.90,,1.90,,,,146.90,,1,1,1
675709681.5,00099M07:15:17.820,0099 07:11:52,1.64,,,,141.90,,1.74,,,,146.90,,1,1,1
675709682,00099M07:15:18.306,0099 07:11:53,1.58,,,,141.90,,1.58,,,,146.90,,1,1,1
675709682.5,00099M07:15:18.793,0099 07:11:53,2.06,,,,141.90,,1.74,,,,146.90,,1,1,1
675709683,00099M07:15:19.279,0099 07:11:54,2.32,,,,141.90,,2.48,,,,146.90,,1,1,1
675709683.5,00099M07:15:19.766,0099 07:11:54,2.11,,,,141.90,,2.11,,,,146.90,,1,1,1
675709684,00099M07:15:20.253,0099 07:11:55,2.01,,,,141.90,,2.27,,,,146.90,,1,1,1
675709684.5,00099M07:15:20.739,0099 07:11:55,2.64,,,,141.90,,2.69,,,,146.90,,1,1,1
675709685,00099M07:15:21.226,0099 07:11:55,2.64,,,,141.90,,2.91,,,,146.90,,1,1,1
675709685.5,00099M07:15:21.713,0099 07:11:56,2.80,,,,141.90,,2.91,,,,146.90,,1,1,1
675709686,00099M07:15:22.199,0099 07:11:56,2.95,,,,141.90,,2.80,,,,146.90,,1,1,1
675709686.5,00099M07:15:22.686,0099 07:11:57,2.53,,,,141.90,,2.85,,,,146.90,,1,1,1
675709687,00099M07:15:23.172,0099 07:11:57,2.59,,,,141.90,,3.01,,,,146.90,,1,1,1
675709687.5,00099M07:15:23.659,0099 07:11:58,2.63,,,,141.90,,2.94,,,,146.90,,1,1,1
675709688,00099M07:15:24.146,0099 07:11:58,2.54,,,,141.90,,2.75,,,,146.90,,1,1,1
675709688.5,00099M07:15:24.632,0099 07:11:59,2.28,,,,141.90,,3.07,,,,146.90,,1,1,1
675709696,00099M07:15:31.932,0099 07:12:06,2.01,,,,141.90,,2.22,,,,146.90,,1,1,1
675709696.5,00099M07:15:32.418,0099 07:12:07,1.96,,,,141.90,,2.43,,,,146.90,,1,1,1
675709697,00099M07:15:32.905,0099 07:12:07,2.01,,,,141.90,,2.22,,,,146.90,,1,1,1
675709697.5,00099M07:15:33.392,0099 07:12:08,1.95,,,,141.90,,2.37,,,,146.90,,1,1,1
675709698,00099M07:15:33.878,0099 07:12:08,1.74,,,,141.90,,2.37,,,,146.90,,1,1,1
675709698.5,00099M07:15:34.365,0099 07:12:09,1.95,,,,141.90,,2.11,,,,146.90,,1,1,1
675709699,00099M07:15:34.851,0099 07:12:09,1.68,,,,141.90,,2.21,,,,141.90,,1,1,1
675709699.5,00099M07:15:35.338,0099 07:12:10,1.64,,,,141.90,,1.90,,,,141.90,,1,1,1
675709700,00099M07:15:35.825,0099 07:12:10,1.64,,,,141.90,,1.74,,,,146.90,,1,1,1
675709700.5,00099M07:15:36.311,0099 07:12:11,1.85,,,,141.90,,2.01,,,,146.90,,1,1,1
675709701,00099M07:15:36.798,0099 07:12:11,1.96,,,,141.90,,2.17,,,,146.90,,1,1,1
675709701.5,00099M07:15:37.285,0099 07:12:12,2.01,,,,141.90,,2.17,,,,141.90,,1,1,1
675709702,00099M07:15:37.771,0099 07:12:12,1.91,,,,141.90,,2.06,,,,141.90,,1,1,1
675709702.5,00099M07:15:38.258,0099 07:12:13,2.06,,,,141.90,,2.22,,,,141.90,,1,1,1
675709703,00099M07:15:38.745,0099 07:12:13,1.90,,,,141.90,,2.17,,,,146.90,,1,1,1
675709703.5,00099M07:15:39.231,0099 07:12:14,1.75,,,,141.90,,2.06,,,,146.90,,1,1,1
675709704,00099M07:15:39.718,0099 07:12:14,1.96,,,,141.90,,2.17,,,,146.90,,1,1,1
675709704.5,00099M07:15:40.204,0099 07:12:14,2.01,,,,141.90,,2.01,,,,146.90,,1,1,1
675709705,00099M07:15:40.691,0099 07:12:15,2.12,,,,141.90,,2.28,,,,146.90,,1,1,1
675709705.5,00099M07:15:41.178,0099 07:12:15,2.22,,,,141.90,,2.33,,,,146.90,,1,1,1
675709706,00099M07:15:41.664,0099 07:12:16,2.12,,,,141.90,,2.59,,,,146.90,,1,1,1
675709706.5,00099M07:15:42.151,0099 07:12:16,2.48,,,,141.90,,2.74,,,,146.90,,1,1,1
675709707,00099M07:15:42.638,0099 07:12:17,2.41,,,,141.90,,2.72,,,,146.90,,1,1,1
675709707.5,00099M07:15:43.124,0099 07:12:17,2.29,,,,141.90,,2.71,,,,146.90,,1,1,1
675709708,00099M07:15:43.611,0099 07:12:18,2.19,,,,141.90,,2.50,,,,146.90,,1,1,1
675709708.5,00099M07:15:44.097,0099 07:12:18,2.24,,,,141.90,,2.60,,,,146.90,,1,1,1
675709709,00099M07:15:44.584,0099 07:12:19,2.50,,,,141.90,,2.76,,,,146.90,,1,1,1
675709709.5,00099M07:15:45.071,0099 07:12:19,2.40,,,,141.90,,2.61,,,,146.90,,1,1,1
675709710,00099M07:15:45.557,0099 07:12:20,2.45,,,,141.90,,2.76,,,,146.90,,1,1,1
675709710.5,00099M07:15:46.044,0099 07:12:20,2.40,,,,141.90,,2.76,,,,146.90,,1,1,1
675709711,00099M07:15:46.531,0099 07:12:21,2.45,,,,141.90,,2.76,,,,146.90,,1,1,1
675709711.5,00099M07:15:47.017,0099 07:12:21,2.50,,,,141.90,,2.71,,,,146.90,,1,1,1
675709712,00099M07:15:47.504,0099 07:12:22,2.40,,,,141.90,,2.61,,,,141.90,,1,1,1
675709712.5,00099M07:15:47.990,0099 07:12:22,2.35,,,,141.90,,2.66,,,,146.90,,1,1,1
675709713,00099M07:15:48.477,0099 07:12:23,2.46,,,,141.90,,2.77,,,,146.90,,1,1,1
675709713.5,00099M07:15:48.964,0099 07:12:23,2.40,,,,141.90,,2.56,,,,146.90,,1,1,1
675709714,00099M07:15:49.450,0099 07:12:24,2.25,,,,141.90,,2.62,,,,141.90,,1,1,1
675709714.5,00099M07:15:49.937,0099 07:12:24,2.30,,,,141.90,,2.57,,,,141.90,,1,1,1
675709715,00099M07:15:50.424,0099 07:12:25,2.26,,,,141.90,,2.21,,,,141.90,,1,1,1
675709715.5,00099M07:15:50.910,0099 07:12:25,2.16,,,,141.90,,2.53,,,,146.90,,1,1,1
675709716,00099M07:15:51.397,0099 07:12:26,2.21,,,,141.90,,2.42,,,,141.90,,1,1,1
675709716.5,00099M07:15:51.883,0099 07:12:26,2.00,,,,141.90,,2.48,,,,141.90,,1,1,1
675709717,00099M07:15:52.370,0099 07:12:27,2.32,,,,141.90,,2.53,,,,146.90,,1,1,1
675709717.5,00099M07:15:52.857,0099 07:12:27,2.43,,,,141.90,,2.58,,,,146.90,,1,1,1
675709718,00099M07:15:53.343,0099 07:12:28,2.68,,,,141.90,,2.68,,,,146.90,,1,1,1
675709718.5,00099M07:15:53.830,0099 07:12:28,2.62,,,,141.90,,2.78,,,,146.90,,1,1,1
675709719,00099M07:15:54.317,0099 07:12:29,2.55,,,,141.90,,2.76,,,,146.90,,1,1,1
675709719.5,00099M07:15:54.803,0099 07:12:29,2.18,,,,141.90,,2.75,,,,146.90,,1,1,1
675709720,00099M07:15:55.290,0099 07:12:30,2.29,,,,141.90,,2.60,,,,146.90,,1,1,1
675709720.5,00099M07:15:55.776,0099 07:12:30,2.30,,,,141.90,,2.61,,,,146.90,,1,1,1
675709721,00099M07:15:56.263,0099 07:12:31,2.14,,,,141.90,,2.66,,,,146.90,,1,1,1
675709721.5,00099M07:15:56.750,0099 07:12:31,2.41,,,,141.90,,2.72,,,,146.90,,1,1,1
675709722,00099M07:15:57.236,0099 07:12:32,2.30,,,,141.90,,2.41,,,,141.90,,1,1,1
675709722.5,00099M07:15:57.723,0099 07:12:32,2.31,,,,141.90,,2.57,,,,146.90,,1,1,1
675709723,00099M07:15:58.210,0099 07:12:32,2.20,,,,141.90,,2.62,,,,146.90,,1,1,1
675709723.5,00099M07:15:58.696,0099 07:12:33,2.05,,,,141.90,,2.47,,,,146.90,,1,1,1
675709724,00099M07:15:59.183,0099 07:12:33,2.53,,,,141.90,,2.53,,,,146.90,,1,1,1
675709724.5,00099M07:15:59.669,0099 07:12:34,2.58,,,,141.90,,2.53,,,,146.90,,1,1,1
675709725,00099M07:16:00.156,0099 07:12:34,2.73,,,,141.90,,2.94,,,,146.90,,1,1,1
675709725.5,00099M07:16:00.643,0099 07:12:35,2.56,,,,141.90,,2.87,,,,146.90,,1,1,1
675709726,00099M07:16:01.129,0099 07:12:35,2.77,,,,141.90,,2.77,,,,146.90,,1,1,1
675709726.5,00099M07:16:01.616,0099 07:12:36,2.91,,,,141.90,,2.91,,,,146.90,,1,1,1
675709727,00099M07:16:02.103,0099 07:12:36,2.56,,,,141.90,,2.66,,,,146.90,,1,1,1
675709727.5,00099M07:16:02.589,0099 07:12:37,2.57,,,,141.90,,2.57,,,,146.90,,1,1,1
675709728,00099M07:16:03.076,0099 07:12:37,2.37,,,,141.90,,2.21,,,,146.90,,1,1,1
675709728.5,00099M07:16:03.562,0099 07:12:38,2.27,,,,141.90,,2.11,,,,146.90,,1,1,1
675709729,00099M07:16:04.049,0099 07:12:38,2.54,,,,141.90,,1.90,,,,146.90,,1,1,1
675709729.5,00099M07:16:04.536,0099 07:12:39,2.38,,,,141.90,,2.12,,,,146.90,,1,1,1
675709730,00099M07:16:05.022,0099 07:12:39,2.64,,,,141.90,,2.43,,,,146.90,,1,1,1
675709730.5,00099M07:16:05.509,0099 07:12:40,2.17,,,,141.90,,1.96,,,,146.90,,1,1,1
675709731,00099M07:16:05.996,0099 07:12:40,2.38,,,,141.90,,2.38,,,,146.90,,1,1,1
675709731.5,00099M07:16:06.482,0099 07:12:41,2.28,,,,141.90,,2.44,,,,146.90,,1,1,1
