SCLK,LMST,LTST,SOLAR_LONGITUDE_ANGLE,SOLAR_ZENITHAL_ANGLE,ROVER_POSITION_X,ROVER_POSITION_Y,ROVER_POSITION_Z,ROVER_VELOCITY,ROVER_PITCH,ROVER_YAW,ROVER_ROLL,MASTHEAD_AZIMUTH,MASTHEAD_ELEVATION
668365998.5,00016M13:54:23.875,0016 13:22:00,120.27,23.80,31.23,-8.13,-0.40,0.00,-0.89,80.81,1.63,,
668365999,00016M13:54:24.362,0016 13:22:00,120.27,23.80,31.23,-8.13,-0.40,0.00,-0.09,73.06,1.47,,
668365999.5,00016M13:54:24.848,0016 13:22:01,120.26,23.80,31.23,-8.14,-0.40,92.36,-0.08,73.06,1.47,,
668366000,00016M13:54:25.335,0016 13:22:01,120.26,23.80,31.23,-8.15,-0.40,92.36,-0.07,73.06,1.47,,
668366000.5,00016M13:54:25.821,0016 13:22:02,120.26,23.80,31.24,-8.16,-0.40,92.36,-0.06,73.05,1.47,,
668366001,00016M13:54:26.308,0016 13:22:02,120.26,23.80,31.24,-8.18,-0.40,92.36,-0.05,73.05,1.46,,
668366001.5,00016M13:54:26.795,0016 13:22:03,120.25,23.81,31.24,-8.19,-0.40,92.36,-0.04,73.04,1.46,,
668366002,00016M13:54:27.281,0016 13:22:03,120.25,23.81,31.25,-8.20,-0.40,92.36,-0.04,73.04,1.46,,
668366002.5,00016M13:54:27.768,0016 13:22:04,120.25,23.81,31.25,-8.21,-0.40,92.36,-0.03,73.04,1.46,,
668366003,00016M13:54:28.255,0016 13:22:04,120.24,23.81,31.26,-8.23,-0.40,92.36,-0.02,73.03,1.46,,
668366003.5,00016M13:54:28.741,0016 13:22:05,120.24,23.81,31.26,-8.24,-0.40,92.36,-0.01,73.03,1.45,,
668366004,00016M13:54:29.228,0016 13:22:05,120.24,23.81,31.26,-8.25,-0.40,92.36,-0.00,73.02,1.45,,
668366004.5,00016M13:54:29.714,0016 13:22:05,120.24,23.82,31.27,-8.26,-0.40,92.36,0.01,73.02,1.45,,
668366005,00016M13:54:30.201,0016 13:22:06,120.23,23.82,31.27,-8.28,-0.40,92.36,0.02,73.02,1.45,,
668366005.5,00016M13:54:30.688,0016 13:22:06,120.23,23.82,31.27,-8.29,-0.40,92.36,0.03,73.01,1.45,,
668366006,00016M13:54:31.174,0016 13:22:07,120.23,23.82,31.28,-8.30,-0.40,92.36,0.03,73.01,1.44,,
668366006.5,00016M13:54:31.661,0016 13:22:07,120.22,23.82,31.28,-8.31,-0.40,92.36,0.04,73.00,1.44,,
668366007,00016M13:54:32.148,0016 13:22:08,120.22,23.82,31.29,-8.32,-0.40,92.36,0.05,73.00,1.44,,
668366007.5,00016M13:54:32.634,0016 13:22:08,120.22,23.83,31.29,-8.34,-0.40,92.36,0.06,73.00,1.44,,
668366008,00016M13:54:33.121,0016 13:22:09,120.22,23.83,31.29,-8.35,-0.40,92.36,0.07,72.99,1.43,,
668366008.5,00016M13:54:33.607,0016 13:22:09,120.21,23.83,31.30,-8.36,-0.40,92.36,0.08,72.99,1.43,,
668366009,00016M13:54:34.094,0016 13:22:10,120.21,23.83,31.30,-8.37,-0.40,92.36,0.09,72.98,1.43,,
668366009.5,00016M13:54:34.581,0016 13:22:10,120.21,23.83,31.30,-8.39,-0.40,92.36,0.09,72.98,1.43,,
668366010,00016M13:54:35.067,0016 13:22:11,120.20,23.83,31.31,-8.40,-0.40,92.36,0.10,72.98,1.43,,
668366010.5,00016M13:54:35.554,0016 13:22:11,120.20,23.84,31.31,-8.41,-0.40,92.36,0.11,72.97,1.42,,
668366011,00016M13:54:36.041,0016 13:22:12,120.20,23.84,31.32,-8.42,-0.40,92.36,0.12,72.97,1.42,,
668366011.5,00016M13:54:36.527,0016 13:22:12,120.20,23.84,31.32,-8.43,-0.40,92.36,0.13,72.96,1.42,,
668366012,00016M13:54:37.014,0016 13:22:13,120.19,23.84,31.32,-8.45,-0.40,92.36,0.14,72.96,1.42,,
668366012.5,00016M13:54:37.500,0016 13:22:13,120.19,23.84,31.33,-8.46,-0.40,92.36,0.15,72.95,1.42,,
668366013,00016M13:54:37.987,0016 13:22:14,120.19,23.84,31.33,-8.47,-0.40,92.36,0.15,72.95,1.41,,
668366013.5,00016M13:54:38.474,0016 13:22:14,120.18,23.85,31.33,-8.48,-0.40,92.36,0.16,72.95,1.41,,
668366014,00016M13:54:38.960,0016 13:22:15,120.18,23.85,31.34,-8.50,-0.40,92.36,0.17,72.94,1.41,,
668366014.5,00016M13:54:39.447,0016 13:22:15,120.18,23.85,31.34,-8.51,-0.40,92.36,0.18,72.94,1.41,,
668366015,00016M13:54:39.934,0016 13:22:16,120.18,23.85,31.35,-8.52,-0.40,92.36,0.19,72.93,1.40,,
668366015.5,00016M13:54:40.420,0016 13:22:16,120.17,23.85,31.35,-8.53,-0.40,92.36,0.20,72.93,1.40,,
668366016,00016M13:54:40.907,0016 13:22:17,120.17,23.85,31.35,-8.55,-0.40,92.36,0.21,72.93,1.40,,
668366016.5,00016M13:54:41.393,0016 13:22:17,120.17,23.86,31.36,-8.56,-0.40,92.36,0.22,72.92,1.40,,
668366017,00016M13:54:41.880,0016 13:22:18,120.16,23.86,31.36,-8.57,-0.40,92.36,0.22,72.92,1.40,,
668366017.5,00016M13:54:42.367,0016 13:22:18,120.16,23.86,31.36,-8.58,-0.40,92.36,0.23,72.91,1.39,,
668366018,00016M13:54:42.853,0016 13:22:19,120.16,23.86,31.37,-8.59,-0.40,92.36,0.24,72.91,1.39,,
668366018.5,00016M13:54:43.340,0016 13:22:19,120.16,23.86,31.37,-8.61,-0.40,92.36,0.25,72.91,1.39,,
668366019,00016M13:54:43.827,0016 13:22:20,120.15,23.86,31.38,-8.62,-0.40,92.36,0.26,72.90,1.39,,
668366019.5,00016M13:54:44.313,0016 13:22:20,120.15,23.87,31.38,-8.63,-0.40,92.36,0.27,72.90,1.39,,
668366020,00016M13:54:44.800,0016 13:22:21,120.15,23.87,31.38,-8.64,-0.40,92.36,0.28,72.89,1.38,,
668366020.5,00016M13:54:45.286,0016 13:22:21,120.14,23.87,31.39,-8.66,-0.40,92.36,0.28,72.89,1.38,,
668366021,00016M13:54:45.773,0016 13:22:22,120.14,23.87,31.39,-8.67,-0.40,92.36,0.29,72.89,1.38,,
668366021.5,00016M13:54:46.260,0016 13:22:22,120.14,23.87,31.39,-8.68,-0.40,92.36,0.30,72.88,1.38,,
668366022,00016M13:54:46.746,0016 13:22:23,120.14,23.87,31.40,-8.69,-0.40,92.36,0.31,72.88,1.37,,
668366022.5,00016M13:54:47.233,0016 13:22:23,120.13,23.88,31.40,-8.70,-0.40,92.36,0.32,72.87,1.37,,
668366023,00016M13:54:47.720,0016 13:22:23,120.13,23.88,31.41,-8.72,-0.40,92.36,0.33,72.87,1.37,,
668366023.5,00016M13:54:48.206,0016 13:22:24,120.13,23.88,31.41,-8.73,-0.40,92.36,0.34,72.86,1.37,,
668366024,00016M13:54:48.693,0016 13:22:24,120.12,23.88,31.41,-8.74,-0.40,92.36,0.34,72.86,1.37,,
668366024.5,00016M13:54:49.179,0016 13:22:25,120.12,23.88,31.42,-8.75,-0.40,92.36,0.35,72.86,1.36,,
668366025,00016M13:54:49.666,0016 13:22:25,120.12,23.88,31.42,-8.77,-0.40,92.36,0.36,72.85,1.36,,
668366025.5,00016M13:54:50.153,0016 13:22:26,120.12,23.89,31.42,-8.78,-0.40,92.36,0.37,72.85,1.36,,
668366026,00016M13:54:50.639,0016 13:22:26,120.11,23.89,31.43,-8.79,-0.40,92.36,0.38,72.84,1.36,,
668366026.5,00016M13:54:51.126,0016 13:22:27,120.11,23.89,31.43,-8.80,-0.40,92.36,0.39,72.84,1.36,,
668366027,00016M13:54:51.613,0016 13:22:27,120.11,23.89,31.44,-8.82,-0.40,92.36,0.40,72.84,1.35,,
668366027.5,00016M13:54:52.099,0016 13:22:28,120.11,23.89,31.44,-8.83,-0.40,92.36,0.40,72.83,1.35,,
668366028,00016M13:54:52.586,0016 13:22:28,120.10,23.89,31.44,-8.84,-0.40,92.36,0.41,72.83,1.35,,
668366028.5,00016M13:54:53.072,0016 13:22:29,120.10,23.90,31.45,-8.85,-0.40,92.36,0.42,72.82,1.35,,
668366029,00016M13:54:53.559,0016 13:22:29,120.10,23.90,31.45,-8.86,-0.40,92.36,0.43,72.82,1.34,,
668366029.5,00016M13:54:54.046,0016 13:22:30,120.09,23.90,31.45,-8.88,-0.40,92.36,0.44,72.82,1.34,,
668366030,00016M13:54:54.532,0016 13:22:30,120.09,23.90,31.46,-8.89,-0.40,92.36,0.45,72.81,1.34,,
668366030.5,00016M13:54:55.019,0016 13:22:31,120.09,23.90,31.46,-8.90,-0.40,92.36,0.46,72.81,1.34,,
668366031,00016M13:54:55.506,0016 13:22:31,120.09,23.90,31.47,-8.91,-0.40,92.36,0.47,72.80,1.34,,
668366031.5,00016M13:54:55.992,0016 13:22:32,120.08,23.91,31.47,-8.93,-0.40,92.36,0.47,72.80,1.33,,
668366032,00016M13:54:56.479,0016 13:22:32,120.08,23.91,31.47,-8.94,-0.40,92.36,0.48,72.80,1.33,,
668366032.5,00016M13:54:56.965,0016 13:22:33,120.08,23.91,31.48,-8.95,-0.40,92.36,0.49,72.79,1.33,,
668366033,00016M13:54:57.452,0016 13:22:33,120.07,23.91,31.48,-8.96,-0.40,92.36,0.50,72.79,1.33,,
668366033.5,00016M13:54:57.939,0016 13:22:34,120.07,23.91,31.48,-8.97,-0.40,92.36,0.51,72.78,1.32,,
668366034,00016M13:54:58.425,0016 13:22:34,120.07,23.91,31.49,-8.99,-0.40,92.36,0.52,72.78,1.32,,
668366034.5,00016M13:54:58.912,0016 13:22:35,120.07,23.92,31.49,-9.00,-0.40,92.36,0.53,72.77,1.32,,
668366035,00016M13:54:59.399,0016 13:22:35,120.06,23.92,31.50,-9.01,-0.40,92.36,0.53,72.77,1.32,,
668366035.5,00016M13:54:59.885,0016 13:22:36,120.06,23.92,31.50,-9.02,-0.40,92.36,0.54,72.77,1.32,,
668366036,00016M13:55:00.372,0016 13:22:36,120.06,23.92,31.50,-9.04,-0.40,92.36,0.55,72.76,1.31,,
668366036.5,00016M13:55:00.858,0016 13:22:37,120.05,23.92,31.51,-9.05,-0.40,92.36,0.56,72.76,1.31,,
668366037,00016M13:55:01.345,0016 13:22:37,120.05,23.92,31.51,-9.06,-0.40,92.36,0.57,72.75,1.31,,
668366037.5,00016M13:55:01.832,0016 13:22:38,120.05,23.93,31.51,-9.07,-0.40,92.36,0.58,72.75,1.31,,
668366038,00016M13:55:02.318,0016 13:22:38,120.05,23.93,31.52,-9.08,-0.40,92.36,0.59,72.75,1.31,,
668366038.5,00016M13:55:02.805,0016 13:22:39,120.04,23.93,31.52,-9.10,-0.40,124.17,0.57,72.75,1.28,,
668366039,00016M13:55:03.292,0016 13:22:39,120.04,23.93,31.53,-9.12,-0.40,124.17,0.56,72.76,1.26,,
668366039.5,00016M13:55:03.778,0016 13:22:40,120.04,23.93,31.53,-9.13,-0.40,124.17,0.54,72.77,1.24,,
668366040,00016M13:55:04.265,0016 13:22:40,120.03,23.93,31.54,-9.15,-0.40,124.17,0.53,72.77,1.22,,
668366040.5,00016M13:55:04.751,0016 13:22:41,120.03,23.94,31.54,-9.17,-0.40,124.17,0.51,72.78,1.20,,
668366041,00016M13:55:05.238,0016 13:22:41,120.03,23.94,31.55,-9.18,-0.40,124.17,0.50,72.79,1.18,,
668366041.5,00016M13:55:05.725,0016 13:22:41,120.03,23.94,31.55,-9.20,-0.40,124.17,0.48,72.80,1.15,,
668366042,00016M13:55:06.211,0016 13:22:42,120.02,23.94,31.56,-9.22,-0.40,124.17,0.47,72.80,1.13,,
668366042.5,00016M13:55:06.698,0016 13:22:42,120.02,23.94,31.56,-9.23,-0.40,124.17,0.45,72.81,1.11,,
668366043,00016M13:55:07.185,0016 13:22:43,120.02,23.94,31.57,-9.25,-0.40,124.17,0.44,72.82,1.09,,
668366043.5,00016M13:55:07.671,0016 13:22:43,120.01,23.95,31.57,-9.27,-0.40,124.17,0.42,72.82,1.07,,
668366044,00016M13:55:08.158,0016 13:22:44,120.01,23.95,31.58,-9.28,-0.40,124.17,0.41,72.83,1.05,,
668366044.5,00016M13:55:08.644,0016 13:22:44,120.01,23.95,31.58,-9.30,-0.40,124.17,0.39,72.84,1.02,,
668366045,00016M13:55:09.131,0016 13:22:45,120.01,23.95,31.59,-9.32,-0.40,124.17,0.38,72.85,1.00,,
668366045.5,00016M13:55:09.618,0016 13:22:45,120.00,23.95,31.59,-9.33,-0.40,124.17,0.36,72.85,0.98,,
668366046,00016M13:55:10.104,0016 13:22:46,120.00,23.95,31.60,-9.35,-0.40,124.17,0.35,72.86,0.96,,
668366046.5,00016M13:55:10.591,0016 13:22:46,120.00,23.96,31.60,-9.37,-0.40,124.17,0.33,72.87,0.94,,
668366047,00016M13:55:11.078,0016 13:22:47,120.00,23.96,31.61,-9.38,-0.40,124.17,0.32,72.87,0.92,,
668366047.5,00016M13:55:11.564,0016 13:22:47,119.99,23.96,31.61,-9.40,-0.40,124.17,0.30,72.88,0.89,,
668366048,00016M13:55:12.051,0016 13:22:48,119.99,23.96,31.62,-9.41,-0.40,124.17,0.29,72.89,0.87,,
668366048.5,00016M13:55:12.537,0016 13:22:48,119.99,23.96,31.62,-9.43,-0.40,124.17,0.27,72.90,0.85,,
668366049,00016M13:55:13.024,0016 13:22:49,119.98,23.96,31.63,-9.45,-0.40,124.17,0.26,72.90,0.83,,
668366049.5,00016M13:55:13.511,0016 13:22:49,119.98,23.97,31.63,-9.46,-0.40,124.17,0.24,72.91,0.81,,
668366050,00016M13:55:13.997,0016 13:22:50,119.98,23.97,31.64,-9.48,-0.40,124.17,0.23,72.92,0.79,,
668366050.5,00016M13:55:14.484,0016 13:22:50,119.98,23.97,31.64,-9.50,-0.41,124.17,0.21,72.92,0.76,,
668366051,00016M13:55:14.971,0016 13:22:51,119.97,23.97,31.65,-9.51,-0.41,124.17,0.20,72.93,0.74,,
668366051.5,00016M13:55:15.457,0016 13:22:51,119.97,23.97,31.65,-9.53,-0.41,124.17,0.18,72.94,0.72,,
668366052,00016M13:55:15.944,0016 13:22:52,119.97,23.97,31.66,-9.55,-0.41,124.17,0.17,72.95,0.70,,
668366052.5,00016M13:55:16.430,0016 13:22:52,119.96,23.98,31.67,-9.56,-0.41,124.17,0.15,72.95,0.68,,
668366053,00016M13:55:16.917,0016 13:22:53,119.96,23.98,31.67,-9.58,-0.41,124.17,0.14,72.96,0.66,,
668366053.5,00016M13:55:17.404,0016 13:22:53,119.96,23.98,31.68,-9.60,-0.41,124.17,0.12,72.97,0.63,,
668366054,00016M13:55:17.890,0016 13:22:54,119.96,23.98,31.68,-9.61,-0.41,124.17,0.11,72.97,0.61,,
668366054.5,00016M13:55:18.377,0016 13:22:54,119.95,23.98,31.69,-9.63,-0.41,124.17,0.09,72.98,0.59,,
668366055,00016M13:55:18.864,0016 13:22:55,119.95,23.98,31.69,-9.65,-0.41,124.17,0.08,72.99,0.57,,
668366055.5,00016M13:55:19.350,0016 13:22:55,119.95,23.99,31.70,-9.66,-0.41,124.17,0.06,73.00,0.55,,
668366056,00016M13:55:19.837,0016 13:22:56,119.94,23.99,31.70,-9.68,-0.41,124.17,0.05,73.00,0.53,,
668366056.5,00016M13:55:20.324,0016 13:22:56,119.94,23.99,31.71,-9.69,-0.41,124.17,0.03,73.01,0.50,,
668366057,00016M13:55:20.810,0016 13:22:57,119.94,23.99,31.71,-9.71,-0.41,124.17,0.02,73.02,0.48,,
668366057.5,00016M13:55:21.297,0016 13:22:57,119.94,23.99,31.72,-9.73,-0.41,124.17,0.00,73.03,0.46,,
668366058,00016M13:55:21.783,0016 13:22:58,119.93,23.99,31.72,-9.74,-0.41,124.17,-0.01,73.03,0.44,,
668366058.5,00016M13:55:22.270,0016 13:22:58,119.93,24.00,31.73,-9.76,-0.41,124.17,-0.03,73.04,0.42,,
668366059,00016M13:55:22.757,0016 13:22:59,119.93,24.00,31.73,-9.78,-0.41,124.17,-0.04,73.05,0.40,,
668366059.5,00016M13:55:23.243,0016 13:22:59,119.92,24.00,31.74,-9.79,-0.41,124.17,-0.06,73.05,0.37,,
668366060,00016M13:55:23.730,0016 13:23:00,119.92,24.00,31.74,-9.81,-0.41,124.17,-0.07,73.06,0.35,,
668366060.5,00016M13:55:24.217,0016 13:23:00,119.92,24.00,31.75,-9.83,-0.41,124.17,-0.09,73.07,0.33,,
668366061,00016M13:55:24.703,0016 13:23:00,119.92,24.00,31.75,-9.84,-0.41,124.17,-0.10,73.08,0.31,,
668366061.5,00016M13:55:25.190,0016 13:23:01,119.91,24.01,31.76,-9.86,-0.41,124.17,-0.12,73.08,0.29,,
668366062,00016M13:55:25.676,0016 13:23:01,119.91,24.01,31.76,-9.88,-0.41,124.17,-0.13,73.09,0.27,,
668366062.5,00016M13:55:26.163,0016 13:23:02,119.91,24.01,31.77,-9.89,-0.41,124.17,-0.15,73.10,0.24,,
668366063,00016M13:55:26.650,0016 13:23:02,119.91,24.01,31.77,-9.91,-0.41,124.17,-0.16,73.11,0.22,,
668366063.5,00016M13:55:27.136,0016 13:23:03,119.90,24.01,31.78,-9.93,-0.41,124.17,-0.18,73.11,0.20,,
668366064,00016M13:55:27.623,0016 13:23:03,119.90,24.01,31.78,-9.94,-0.41,124.17,-0.19,73.12,0.18,,
668366064.5,00016M13:55:28.110,0016 13:23:04,119.90,24.02,31.79,-9.96,-0.41,124.17,-0.21,73.13,0.16,,
668366065,00016M13:55:28.596,0016 13:23:04,119.89,24.02,31.79,-9.98,-0.41,124.17,-0.22,73.14,0.13,,
668366065.5,00016M13:55:29.083,0016 13:23:05,119.89,24.02,31.80,-9.99,-0.41,124.17,-0.24,73.14,0.11,,
668366066,00016M13:55:29.569,0016 13:23:05,119.89,24.02,31.80,-10.01,-0.41,124.17,-0.25,73.15,0.09,,
668366066.5,00016M13:55:30.056,0016 13:23:06,119.89,24.02,31.81,-10.02,-0.41,124.17,-0.27,73.16,0.07,,
668366067,00016M13:55:30.543,0016 13:23:06,119.88,24.02,31.81,-10.04,-0.41,124.17,-0.28,73.16,0.05,,
668366067.5,00016M13:55:31.029,0016 13:23:07,119.88,24.03,31.82,-10.06,-0.41,128.62,-0.28,73.17,0.05,,
668366068,00016M13:55:31.516,0016 13:23:07,119.88,24.03,31.82,-10.08,-0.41,128.62,-0.28,73.17,0.04,,
668366068.5,00016M13:55:32.003,0016 13:23:08,119.87,24.03,31.83,-10.09,-0.41,128.62,-0.27,73.17,0.04,,
668366069,00016M13:55:32.489,0016 13:23:08,119.87,24.03,31.83,-10.11,-0.41,128.62,-0.27,73.17,0.04,,
668366069.5,00016M13:55:32.976,0016 13:23:09,119.87,24.03,31.84,-10.13,-0.41,128.62,-0.27,73.17,0.03,,
668366070,00016M13:55:33.462,0016 13:23:09,119.87,24.03,31.84,-10.14,-0.41,128.62,-0.27,73.17,0.03,,
668366070.5,00016M13:55:33.949,0016 13:23:10,119.86,24.04,31.85,-10.16,-0.41,128.62,-0.26,73.18,0.03,,
668366071,00016M13:55:34.436,0016 13:23:10,119.86,24.04,31.85,-10.18,-0.41,128.62,-0.26,73.18,0.03,,
668366071.5,00016M13:55:34.922,0016 13:23:11,119.86,24.04,31.86,-10.19,-0.41,128.62,-0.26,73.18,0.02,,
668366072,00016M13:55:35.409,0016 13:23:11,119.85,24.04,31.86,-10.21,-0.41,128.62,-0.25,73.18,0.02,,
668366072.5,00016M13:55:35.896,0016 13:23:12,119.85,24.04,31.87,-10.23,-0.41,128.62,-0.25,73.18,0.02,,
668366073,00016M13:55:36.382,0016 13:23:12,119.85,24.04,31.87,-10.25,-0.41,128.62,-0.25,73.18,0.02,,
668366073.5,00016M13:55:36.869,0016 13:23:13,119.85,24.05,31.88,-10.26,-0.41,128.62,-0.25,73.19,0.01,,
668366074,00016M13:55:37.355,0016 13:23:13,119.84,24.05,31.88,-10.28,-0.41,128.62,-0.24,73.19,0.01,,
668366074.5,00016M13:55:37.842,0016 13:23:14,119.84,24.05,31.89,-10.30,-0.41,128.62,-0.24,73.19,0.01,,
668366075,00016M13:55:38.329,0016 13:23:14,119.84,24.05,31.89,-10.31,-0.41,128.62,-0.24,73.19,0.01,,
668366075.5,00016M13:55:38.815,0016 13:23:15,119.84,24.05,31.90,-10.33,-0.41,128.62,-0.24,73.19,0.00,,
668366076,00016M13:55:39.302,0016 13:23:15,119.83,24.05,31.90,-10.35,-0.41,128.62,-0.23,73.19,0.00,,
668366076.5,00016M13:55:39.789,0016 13:23:16,119.83,24.06,31.91,-10.37,-0.42,128.62,-0.23,73.20,-0.00,,
668366077,00016M13:55:40.275,0016 13:23:16,119.83,24.06,31.91,-10.38,-0.42,128.62,-0.23,73.20,-0.00,,
668366077.5,00016M13:55:40.762,0016 13:23:17,119.82,24.06,31.92,-10.40,-0.42,128.62,-0.23,73.20,-0.01,,
668366078,00016M13:55:41.248,0016 13:23:17,119.82,24.06,31.93,-10.42,-0.42,128.62,-0.22,73.20,-0.01,,
668366078.5,00016M13:55:41.735,0016 13:23:18,119.82,24.06,31.93,-10.43,-0.42,128.62,-0.22,73.20,-0.01,,
668366079,00016M13:55:42.222,0016 13:23:18,119.82,24.06,31.94,-10.45,-0.42,128.62,-0.22,73.20,-0.02,,
668366079.5,00016M13:55:42.708,0016 13:23:18,119.81,24.07,31.94,-10.47,-0.42,128.62,-0.21,73.21,-0.02,,
668366080,00016M13:55:43.195,0016 13:23:19,119.81,24.07,31.95,-10.49,-0.42,128.62,-0.21,73.21,-0.02,,
668366080.5,00016M13:55:43.682,0016 13:23:19,119.81,24.07,31.95,-10.50,-0.42,128.62,-0.21,73.21,-0.02,,
668366081,00016M13:55:44.168,0016 13:23:20,119.80,24.07,31.96,-10.52,-0.42,128.62,-0.21,73.21,-0.03,,
668366081.5,00016M13:55:44.655,0016 13:23:20,119.80,24.07,31.96,-10.54,-0.42,128.62,-0.20,73.21,-0.03,,
668366082,00016M13:55:45.141,0016 13:23:21,119.80,24.07,31.97,-10.55,-0.42,128.62,-0.20,73.21,-0.03,,
668366082.5,00016M13:55:45.628,0016 13:23:21,119.80,24.08,31.97,-10.57,-0.42,128.62,-0.20,73.22,-0.03,,
668366083,00016M13:55:46.115,0016 13:23:22,119.79,24.08,31.98,-10.59,-0.42,128.62,-0.20,73.22,-0.04,,
668366083.5,00016M13:55:46.601,0016 13:23:22,119.79,24.08,31.98,-10.61,-0.42,128.62,-0.19,73.22,-0.04,,
668366084,00016M13:55:47.088,0016 13:23:23,119.79,24.08,31.99,-10.62,-0.42,128.62,-0.19,73.22,-0.04,,
668366084.5,00016M13:55:47.575,0016 13:23:23,119.79,24.08,31.99,-10.64,-0.42,128.62,-0.19,73.22,-0.04,,
668366085,00016M13:55:48.061,0016 13:23:24,119.78,24.08,32.00,-10.66,-0.42,128.62,-0.18,73.22,-0.05,,
668366085.5,00016M13:55:48.548,0016 13:23:24,119.78,24.09,32.00,-10.67,-0.42,128.62,-0.18,73.23,-0.05,,
668366086,00016M13:55:49.034,0016 13:23:25,119.78,24.09,32.01,-10.69,-0.42,128.62,-0.18,73.23,-0.05,,
668366086.5,00016M13:55:49.521,0016 13:23:25,119.77,24.09,32.01,-10.71,-0.42,128.62,-0.18,73.23,-0.05,,
668366087,00016M13:55:50.008,0016 13:23:26,119.77,24.09,32.02,-10.73,-0.42,128.62,-0.17,73.23,-0.06,,
668366087.5,00016M13:55:50.494,0016 13:23:26,119.77,24.09,32.02,-10.74,-0.42,128.62,-0.17,73.23,-0.06,,
668366088,00016M13:55:50.981,0016 13:23:27,119.77,24.09,32.03,-10.76,-0.42,128.62,-0.17,73.23,-0.06,,
668366088.5,00016M13:55:51.468,0016 13:23:27,119.76,24.10,32.03,-10.78,-0.42,128.62,-0.17,73.23,-0.07,,
668366089,00016M13:55:51.954,0016 13:23:28,119.76,24.10,32.04,-10.79,-0.42,128.62,-0.16,73.24,-0.07,,
668366089.5,00016M13:55:52.441,0016 13:23:28,119.76,24.10,32.04,-10.81,-0.42,128.62,-0.16,73.24,-0.07,,
668366090,00016M13:55:52.927,0016 13:23:29,119.75,24.10,32.05,-10.83,-0.42,128.62,-0.16,73.24,-0.07,,
668366090.5,00016M13:55:53.414,0016 13:23:29,119.75,24.10,32.05,-10.85,-0.42,128.62,-0.16,73.24,-0.08,,
668366091,00016M13:55:53.901,0016 13:23:30,119.75,24.10,32.06,-10.86,-0.42,128.62,-0.15,73.24,-0.08,,
668366091.5,00016M13:55:54.387,0016 13:23:30,119.75,24.11,32.06,-10.88,-0.42,128.62,-0.15,73.24,-0.08,,
668366092,00016M13:55:54.874,0016 13:23:31,119.74,24.11,32.07,-10.90,-0.42,128.62,-0.15,73.25,-0.08,,
668366092.5,00016M13:55:55.361,0016 13:23:31,119.74,24.11,32.07,-10.91,-0.42,128.62,-0.14,73.25,-0.09,,
668366093,00016M13:55:55.847,0016 13:23:32,119.74,24.11,32.08,-10.93,-0.42,128.62,-0.14,73.25,-0.09,,
668366093.5,00016M13:55:56.334,0016 13:23:32,119.74,24.11,32.08,-10.95,-0.42,128.62,-0.14,73.25,-0.09,,
668366094,00016M13:55:56.820,0016 13:23:33,119.73,24.11,32.09,-10.96,-0.42,128.62,-0.14,73.25,-0.09,,
668366094.5,00016M13:55:57.307,0016 13:23:33,119.73,24.12,32.09,-10.98,-0.42,128.62,-0.13,73.25,-0.10,,
668366095,00016M13:55:57.794,0016 13:23:34,119.73,24.12,32.10,-11.00,-0.42,128.62,-0.13,73.26,-0.10,,
668366095.5,00016M13:55:58.280,0016 13:23:34,119.72,24.12,32.11,-11.02,-0.42,124.35,-0.10,73.24,-0.10,,
668366096,00016M13:55:58.767,0016 13:23:35,119.72,24.12,32.11,-11.03,-0.42,124.35,-0.07,73.23,-0.10,,
668366096.5,00016M13:55:59.254,0016 13:23:35,119.72,24.12,32.12,-11.05,-0.42,124.35,-0.04,73.21,-0.11,,
668366097,00016M13:55:59.740,0016 13:23:36,119.72,24.12,32.12,-11.06,-0.42,124.35,-0.01,73.20,-0.11,,
668366097.5,00016M13:56:00.227,0016 13:23:36,119.71,24.13,32.13,-11.08,-0.42,124.35,0.02,73.18,-0.11,,
668366098,00016M13:56:00.713,0016 13:23:36,119.71,24.13,32.13,-11.10,-0.42,124.35,0.05,73.17,-0.11,,
668366098.5,00016M13:56:01.200,0016 13:23:37,119.71,24.13,32.14,-11.11,-0.42,124.35,0.08,73.16,-0.11,,
668366099,00016M13:56:01.687,0016 13:23:37,119.70,24.13,32.14,-11.13,-0.42,124.35,0.11,73.14,-0.11,,
668366099.5,00016M13:56:02.173,0016 13:23:38,119.70,24.13,32.15,-11.15,-0.42,124.35,0.14,73.13,-0.12,,
668366100,00016M13:56:02.660,0016 13:23:38,119.70,24.13,32.15,-11.16,-0.42,124.35,0.17,73.11,-0.12,,
668366100.5,00016M13:56:03.147,0016 13:23:39,119.70,24.14,32.16,-11.18,-0.42,124.35,0.20,73.10,-0.12,,
668366101,00016M13:56:03.633,0016 13:23:39,119.69,24.14,32.16,-11.20,-0.42,124.35,0.23,73.08,-0.12,,
668366101.5,00016M13:56:04.120,0016 13:23:40,119.69,24.14,32.17,-11.21,-0.42,124.35,0.26,73.07,-0.12,,
668366102,00016M13:56:04.606,0016 13:23:40,119.69,24.14,32.17,-11.23,-0.42,124.35,0.29,73.06,-0.13,,
668366102.5,00016M13:56:05.093,0016 13:23:41,119.69,24.14,32.18,-11.25,-0.42,124.35,0.32,73.04,-0.13,,
668366103,00016M13:56:05.580,0016 13:23:41,119.68,24.14,32.18,-11.26,-0.42,124.35,0.35,73.03,-0.13,,
